Sno,bhk_type,property_type,beds,baths,balcony,address,city,state_code,country,landmark,table2key,table3key
234,4+,Houses & Villas,,4+,,"Shangumukham, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,234,234
235,2,Houses & Villas,,2,,"Elanjipra, Chalakudy, Kerala",Chalakudy,Kerala,India,,235,235
236,4,Houses & Villas,,4,,"Shikargarh, Jodhpur, Rajasthan",Jodhpur,Rajasthan,India,,236,236
237,2,Houses & Villas,,2,,"Rajiv Nagar, Tuticorin, Tamil Nadu",Tuticorin,Tamil Nadu,India,,237,237
238,3,Houses & Villas,,3,,"Kovur, Chennai, Tamil Nadu",Chennai,Tamil Nadu,India,,238,238
239,2,Houses & Villas,,2,,"Vengoor, Angamaly, Kerala",Angamaly,Kerala,India,,239,239
240,2,Houses & Villas,,2,,"Kodakara, Thrissur, Kerala",Thrissur,Kerala,India,,240,240
241,2,Houses & Villas,,2,,"Muringur Vadakkummuri, Chalakudy, Kerala",Chalakudy,Kerala,India,,241,235
242,2,Houses & Villas,,2,,"Adarsh Nagar, Bulandshahr, Uttar Pradesh",Bulandshahr,Uttar Pradesh,India,,242,242
243,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,243,243
244,4,Houses & Villas,,4,,"Jubilee Mission Circle Area, Thrissur, Kerala",Thrissur,Kerala,India,,244,244
245,2,Houses & Villas,,2,,"Puliyanam road, Angamaly, Kerala",Angamaly,Kerala,India,,221,239
246,3,Houses & Villas,,3,,"Kalady, Kalady Ernakulam District, Kerala",Kalady Ernakulam District,Kerala,India,,246,246
247,2,Houses & Villas,,2,,"Brajalal Chak, Haldia, West Bengal",Haldia,West Bengal,India,,247,247
248,2,Houses & Villas,,2,,"Rau Circle, Indore, Madhya Pradesh",Indore,Madhya Pradesh,India,,248,248
249,2,Houses & Villas,,2,,"Rau Circle, Indore, Madhya Pradesh",Indore,Madhya Pradesh,India,,249,249
250,2,Houses & Villas,,2,,"Kuttikkad, Thrissur, Kerala",Thrissur,Kerala,India,,250,250
251,1,Houses & Villas,,1,,"Mundka, Delhi, Delhi",Delhi,Delhi,India,,251,251
252,4+,Houses & Villas,,4+,,"Jhirra, Hyderabad, Telangana",Hyderabad,Telangana,India,,252,252
253,3,Houses & Villas,,3,,"Poompozhil Nagar, Chennai, Tamil Nadu",Chennai,Tamil Nadu,India,,253,253
254,3,Houses & Villas,,3,,"Konam, Nagercoil, Tamil Nadu",Nagercoil,Tamil Nadu,India,,254,254
255,3,Houses & Villas,,3,,"Konam, Nagercoil, Tamil Nadu",Nagercoil,Tamil Nadu,India,,255,255
256,3,Houses & Villas,,3,,"Shukarpura, Batala, Punjab",Batala,Punjab,India,,256,256
257,4,Houses & Villas,,4,,"Gandhi Nagar, Rajkot, Gujarat",Rajkot,Gujarat,India,,257,257
258,4,Houses & Villas,,1,,"Loco Shed Colony, Moradabad, Uttar Pradesh",Moradabad,Uttar Pradesh,India,,258,258
259,2,Houses & Villas,,2,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,259,259
260,2,Houses & Villas,,2,,"Kodakara, Thrissur, Kerala",Thrissur,Kerala,India,,260,260
261,3,Houses & Villas,,3,,"Pukkattupady, Choornikkara, Kerala",Choornikkara,Kerala,India,,261,261
262,3,Houses & Villas,,3,,"Pardesipura, Indore, Madhya Pradesh",Indore,Madhya Pradesh,India,,262,262
263,4,Houses & Villas,,4,,"Samrat Nagar Society, Godhra, Gujarat",Godhra,Gujarat,India,,263,263
264,2,Houses & Villas,,2,,"Hanamkonda, Warangal, Telangana",Warangal,Telangana,India,,264,264
265,3,Houses & Villas,,2,,"Sita Pur, Haridwar, Uttaranchal",Haridwar,Uttaranchal,India,,265,265
266,3,Houses & Villas,,4,,"Vasundhra Nagar, Bhilai, Chhattisgarh",Bhilai,Chhattisgarh,India,,266,266
267,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,267,102
268,2,Houses & Villas,,2,,"Mr 10 Road, Indore, Madhya Pradesh",Indore,Madhya Pradesh,India,,268,268
269,1,Houses & Villas,,1,,"Gajanand Society, Anand, Gujarat",Anand,Gujarat,India,,269,109
270,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,270,27
271,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,271,37
272,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,272,272
273,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,273,273
274,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,274,274
275,2,Houses & Villas,,2,,"Beech Nagar, Ballari, Karnataka",Ballari,Karnataka,India,,275,275
276,4,Houses & Villas,,4+,,"Moozhikal, Kozhikode, Kerala",Kozhikode,Kerala,India,,276,276
277,3,Houses & Villas,,1,,"Kodakara, Thrissur, Kerala",Thrissur,Kerala,India,,3,277
278,3,Houses & Villas,,2,,"Changubetty, Kottakal, Kerala",Kottakal,Kerala,India,,278,278
279,3,Houses & Villas,,2,,"Manpur Uttar, Haldwani, Uttaranchal",Haldwani,Uttaranchal,India,,279,279
280,3,Houses & Villas,,3,,"Wagholi, Pune, Maharashtra",Pune,Maharashtra,India,,280,280
281,2,Houses & Villas,,1,,"Sita Pur, Haridwar, Uttaranchal",Haridwar,Uttaranchal,India,,281,281
282,4,Houses & Villas,,4,,"Balaganj, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,India,,282,282
283,2,Houses & Villas,,2,,"Mudichur, Chennai, Tamil Nadu",Chennai,Tamil Nadu,India,,283,283
284,4+,Houses & Villas,,4+,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,284,284
285,3,Houses & Villas,,3,,"Sultanpur Road, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,India,,285,285
286,2,Houses & Villas,,2,,"Faizabad Road, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,India,,286,286
287,2,Houses & Villas,,2,,"Bahmanwala, Dehradun, Uttaranchal",Dehradun,Uttaranchal,India,,287,287
288,3,Houses & Villas,,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,288,288
289,3,Houses & Villas,,3,,"Kinfra Industries Park, Koratty, Kerala",Koratty,Kerala,India,,289,289
290,2,Houses & Villas,,2,,"Karukutty, Angamaly, Kerala",Angamaly,Kerala,India,,290,290
291,3,Houses & Villas,,1,,"Kemminje (Rural), Puttur, Karnataka",Puttur,Karnataka,India,,291,291
292,2,Houses & Villas,,1,,"Jawahar Nagar Society, Halol, Gujarat",Halol,Gujarat,India,,292,292
293,3,Houses & Villas,,3,,"Salariya Nagar, Pathankot, Punjab",Pathankot,Punjab,India,,293,293
294,4,Houses & Villas,,4,,"Vazhimukku, Balaramapuram, Kerala",Balaramapuram,Kerala,India,,294,211
295,3,Houses & Villas,,4,,"Railnagar, Rajkot, Gujarat",Rajkot,Gujarat,India,,295,295
296,4,Houses & Villas,4,4+,,"Mannanthala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,296,296
297,2,Houses & Villas,2,2,,"Aganam Pudi, Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,India,,297,297
298,2,Houses & Villas,2,1,,"Pattathanam, Kollam, Kerala",Kollam,Kerala,India,,298,298
299,1,Houses & Villas,1,1,,"Kothapeta, Rayachoti, Andhra Pradesh",Rayachoti,Andhra Pradesh,India,,299,299
300,1,Houses & Villas,1,1,,"Sector 14, Hisar, Haryana",Hisar,Haryana,India,,300,300
301,2,Houses & Villas,2,2,,"Kovilpalayam, Sarcarsamakulam, Tamil Nadu",Sarcarsamakulam,Tamil Nadu,India,,301,301
302,1,Houses & Villas,1,1,,"Jammu Gali Area, Barwani, Madhya Pradesh",Barwani,Madhya Pradesh,India,,302,302
303,2,Houses & Villas,2,2,,"Camp, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,303,303
304,2,Houses & Villas,2,1,,"Sita Pur, Haridwar, Uttaranchal",Haridwar,Uttaranchal,India,,304,304
305,1,Houses & Villas,1,1,,"Coimbatore Capital, Salem, Tamil Nadu",Salem,Tamil Nadu,India,,305,305
306,4+,Houses & Villas,4+,1,,"Zaina Kadal Dabtal Tashwan, Srinagar, Jammu & Kashmir",Srinagar,Jammu & Kashmir,India,,306,306
307,4,Houses & Villas,4,4,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,307,307
308,2,Houses & Villas,2,1,,"NH-91, Greater Noida, Uttar Pradesh",Greater Noida,Uttar Pradesh,India,,308,58
309,2,Houses & Villas,2,2,,"Kokar, Ranchi, Jharkhand",Ranchi,Jharkhand,India,,309,309
310,3,Houses & Villas,3,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,310,310
311,3,Houses & Villas,3,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,311,311
312,4+,Houses & Villas,4+,4+,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,312,312
313,2,Houses & Villas,2,2,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,133,133
314,3,Houses & Villas,3,3,,"Karayamparambu, Angamaly, Kerala",Angamaly,Kerala,India,,314,314
315,4,Houses & Villas,4,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,315,315
316,4+,Houses & Villas,4+,4,,"Kommady, Alappuzha, Kerala",Alappuzha,Kerala,India,,316,316
317,1,Houses & Villas,1,1,,"Electronic City Phase II, Bengaluru, Karnataka",Bengaluru,Karnataka,India,,317,317
318,3,Houses & Villas,3,2,,"Puliyanam road, Angamaly, Kerala",Angamaly,Kerala,India,,318,318
319,3,Houses & Villas,3,3,,"Puliyanam road, Angamaly, Kerala",Angamaly,Kerala,India,,319,319
320,3,Houses & Villas,3,3,,"Kinfra Industries Park, Koratty, Kerala",Koratty,Kerala,India,,320,289
321,2,Houses & Villas,2,1,,"Mysore, Mysuru, Karnataka",Mysuru,Karnataka,India,,321,321
322,3,Houses & Villas,3,1,,"Meppadi, Wayanad, Kerala",Wayanad,Kerala,India,,322,322
323,1,Houses & Villas,1,1,,"Athani Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,323,323
324,4+,Houses & Villas,4+,4+,,"Laitmukhrah, Shillong, Meghalaya",Shillong,Meghalaya,India,,324,324
325,2,Houses & Villas,2,1,,"Jawahar Nagar Society, Halol, Gujarat",Halol,Gujarat,India,,325,292
326,3,Houses & Villas,3,2,,"Vattapally, Alappuzha, Kerala",Alappuzha,Kerala,India,,326,326
327,3,Houses & Villas,3,3,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,327,327
328,3,Houses & Villas,3,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,328,328
329,2,Houses & Villas,2,2,,"East Godavari district, Andhra Pradesh, India",Andhra Pradesh,India,India,,329,329
330,2,Houses & Villas,2,1,,"Sita Pur, Haridwar, Uttaranchal",Haridwar,Uttaranchal,India,,330,330
331,2,Houses & Villas,2,2,,"Talaiwai Dham, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,331,331
332,4,Houses & Villas,4,4,,"Muvattupuzha, Muvattupuzha, Kerala",Muvattupuzha,Kerala,India,,332,332
333,4,Houses & Villas,4,4,,"Jawans Nagar, Pallikkal, Kerala",Pallikkal,Kerala,India,,333,333
334,3,Houses & Villas,3,3,,"Borsi Colony, Durg, Chhattisgarh",Durg,Chhattisgarh,India,,334,334
335,3,Houses & Villas,3,3,,"Adipur, Gandhidham, Gujarat",Gandhidham,Gujarat,India,,335,335
336,3,Houses & Villas,3,4,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,336,336
337,4,Houses & Villas,4,4,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,337,337
338,4+,Houses & Villas,4+,2,,"Meenachil, Palai, Kerala",Palai,Kerala,India,,338,338
339,3,Houses & Villas,3,3,,"Noida Extension, Greater Noida, Uttar Pradesh",Greater Noida,Uttar Pradesh,India,,339,339
340,3,Houses & Villas,3,3,,"Sector 1 Noida extension, Greater Noida, Uttar Pradesh",Greater Noida,Uttar Pradesh,India,,340,340
341,4,Houses & Villas,4,3,,"Keralapuram, Kollam, Kerala",Kollam,Kerala,India,,341,341
342,3,Houses & Villas,3,1,,"Sita Pur, Haridwar, Uttaranchal",Haridwar,Uttaranchal,India,,342,342
343,1,Houses & Villas,1,1,,"Shri Nagar, Indore, Madhya Pradesh",Indore,Madhya Pradesh,India,,343,343
344,4,Houses & Villas,4,4+,,"Khoda Para, Jetpur Navagadh, Gujarat",Jetpur Navagadh,Gujarat,India,,344,344
345,1,Houses & Villas,1,1,,"Ankleshwar INA, Anklesvar, Gujarat",Anklesvar,Gujarat,India,,345,345
346,4,Houses & Villas,4,2,,"Salempur, Roorkee, Uttaranchal",Roorkee,Uttaranchal,India,,346,346
347,3,Houses & Villas,3,3,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,randhawa road,347,347
348,2,Houses & Villas,2,2,,"Thiruvanna Malai, Tiruvannamalai, Tamil Nadu",Tiruvannamalai,Tamil Nadu,India,,348,348
349,2,Houses & Villas,2,2,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,349,349
350,4+,Houses & Villas,4+,4+,,"Vanasthalipuram, Hyderabad, Telangana",Hyderabad,Telangana,India,,350,350
351,4,Houses & Villas,4,4,,"Karumom, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,351,351
352,4,Houses & Villas,4,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,44,44
353,3,Houses & Villas,3,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,45,45
354,4,Houses & Villas,4,4,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,354,337
355,4+,Houses & Villas,4+,2,,"Gopal Nagar, Delhi, Delhi",Delhi,Delhi,India,,355,355
356,3,Houses & Villas,3,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,210,27
357,3,Houses & Villas,3,3,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,357,357
358,3,Houses & Villas,3,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,43,43
359,3,Houses & Villas,3,3,,"Satyam Vihar Colony, Raipur, Chhattisgarh",Raipur,Chhattisgarh,India,,359,359
360,4,Houses & Villas,4,4,,"Raipura Village, Raipur, Chhattisgarh",Raipur,Chhattisgarh,India,,360,360
361,2,Houses & Villas,2,2,,"Akikao, Karikkad, Kerala",Karikkad,Kerala,India,,109,361
362,3,Houses & Villas,3,2,,"Mundakkayam, Kerala, India",Kerala,India,India,,362,28
363,3,Houses & Villas,3,1,,"Kilimanoor, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,363,363
364,4+,Houses & Villas,4+,4+,,"Varvade, Shirpur, Maharashtra",Shirpur,Maharashtra,India,,211,364
365,4+,Houses & Villas,4+,4+,,"Subhaspally, Kharagpur, West Bengal",Kharagpur,West Bengal,India,,365,365
366,4+,Houses & Villas,4+,2,,"Katra Bhai Sant Singh, Amritsar, Punjab",Amritsar,Punjab,India,,366,366
367,3,Houses & Villas,3,2,,"Barra Thana, Kanpur, Uttar Pradesh",Kanpur,Uttar Pradesh,India,,367,367
368,3,Houses & Villas,3,2,,"Kanadiya Road, Indore, Madhya Pradesh",Indore,Madhya Pradesh,India,,368,28
369,3,Houses & Villas,3,4,,"Hasmathpet, Hyderabad, Telangana",Hyderabad,Telangana,India,,369,369
370,4,Houses & Villas,4,4+,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,370,370
371,1,Houses & Villas,1,1,,"Basant Colony, Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,India,,371,371
372,3,Houses & Villas,3,2,,"Burari, Delhi, Delhi",Delhi,Delhi,India,,372,372
373,3,Houses & Villas,3,2,,"Udayamperoor, Kochi, Kerala",Kochi,Kerala,India,,373,373
374,3,Houses & Villas,3,2,,"Bharhut Nagar, Satna, Madhya Pradesh",Satna,Madhya Pradesh,India,,374,374
375,3,Houses & Villas,3,2,,"Khurram Nagar, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,India,,375,375
376,4+,Houses & Villas,4+,4,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,376,376
377,3,Houses & Villas,3,2,,"Sector 46A, Chandigarh, Chandigarh",Chandigarh,Chandigarh,India,,377,377
378,4,Houses & Villas,4,2,,"Gandhi Nagar, Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,India,,378,378
379,2,Houses & Villas,2,2,,"Shahdara, Delhi, Delhi",Delhi,Delhi,India,,379,379
380,3,Houses & Villas,3,3,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,380,380
381,3,Houses & Villas,3,3,,"Manjadi Tiruvalla, Thiruvalla, Kerala",Thiruvalla,Kerala,India,,381,381
382,4,Houses & Villas,4,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,382,382
383,4,Houses & Villas,4,4,,"Kuruppampady, Perumbavoor, Kerala",Perumbavoor,Kerala,India,,383,383
384,2,Houses & Villas,2,1,,"Uttam Nagar, Delhi, Delhi",Delhi,Delhi,India,,384,384
385,3,Houses & Villas,3,2,,"Roop Rajat Nagar, Falna, Rajasthan",Falna,Rajasthan,India,,385,385
386,4,Houses & Villas,4,4,,"Chottanikkara, Kochi, Kerala",Kochi,Kerala,India,,386,386
387,3,Houses & Villas,3,3,,"Mutyalareddipalle, Tirupati, Andhra Pradesh",Tirupati,Andhra Pradesh,India,,387,387
388,4+,Houses & Villas,4+,4,,"Pokkunnu, Kozhikode, Kerala",Kozhikode,Kerala,India,,388,388
389,3,Houses & Villas,3,3,,"Mangalapuram, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,389,389
390,4+,Houses & Villas,4+,4+,,"Kolapakkam Max Worth Nagar Phase 3, Chennai, Tamil Nadu",Chennai,Tamil Nadu,India,,390,390
391,4,Houses & Villas,4,4,,"Kuruppampady, Perumbavoor, Kerala",Perumbavoor,Kerala,India,,391,391
392,3,Houses & Villas,3,2,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,392,392
393,2,Houses & Villas,2,2,,"Vidhansabha, Raipur, Chhattisgarh",Raipur,Chhattisgarh,India,,393,393
394,2,Houses & Villas,2,1,,"Muthyalpet, Mulbagal, Karnataka",Mulbagal,Karnataka,India,,394,394
395,3,Houses & Villas,3,3,,"Mudakmodu, Changanacheri, Kerala",Changanacheri,Kerala,India,,395,395
396,2,Houses & Villas,2,1,,"Pawanpuri Colony, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,396,396
397,3,Houses & Villas,3,3,,"Maduravoyal Ganga Nagar, Chennai, Tamil Nadu",Chennai,Tamil Nadu,India,,397,397
398,2,Houses & Villas,2,1,,"Railway Colony, Mathura, Uttar Pradesh",Mathura,Uttar Pradesh,India,,398,398
399,4+,Houses & Villas,4+,2,,"Nishatpura, Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,India,,399,399
400,3,Houses & Villas,3,3,,"Bijnor Road, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,India,,118,400
401,2,Houses & Villas,2,2,,"Raipura Village, Raipur, Chhattisgarh",Raipur,Chhattisgarh,India,,401,401
402,4,Houses & Villas,4,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,402,402
403,4,Houses & Villas,4,4,,"Sector 4, Rohtak, Haryana",Rohtak,Haryana,India,,403,403
404,4+,Houses & Villas,4+,4,,"Chargawan, Gorakhpur, Uttar Pradesh",Gorakhpur,Uttar Pradesh,India,,404,404
405,4,Houses & Villas,4,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,405,405
406,3,Houses & Villas,3,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,406,406
407,4,Houses & Villas,4,4,,"Kolenchery, Kochi, Kerala",Kochi,Kerala,India,,407,407
408,3,Houses & Villas,3,4,,"Ayyanthole, Thrissur, Kerala",Thrissur,Kerala,India,,408,408
409,2,Houses & Villas,2,1,,"Palla, Faridabad, Haryana",Faridabad,Haryana,India,,409,409
410,3,Houses & Villas,3,3,,"Mannanthala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,410,410
411,3,Houses & Villas,3,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,411,411
412,4,Houses & Villas,4,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,412,412
413,3,Houses & Villas,3,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,413,413
414,3,Houses & Villas,3,3,,"Ulloor, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,414,414
415,3,Houses & Villas,3,3,,"Mannanthala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,415,415
416,4,Houses & Villas,4,4,,"Mannanthala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,416,416
417,4,Houses & Villas,4,4,,"Gokulpura, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,417,167
418,4,Houses & Villas,4,3,,"Niwaru Road, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,418,418
419,4,Houses & Villas,4,4,,"Dadi Ka Phatak, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,419,419
420,2,Houses & Villas,2,2,,"Niwaru Road, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,420,420
421,4,Houses & Villas,4,4,,"Pullaloor, Kozhikode, Kerala",Kozhikode,Kerala,India,,421,421
422,2,Houses & Villas,2,2,,"Nalanchira, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,422,422
423,3,Houses & Villas,3,3,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,210,423
424,4+,Houses & Villas,4+,4+,,"Subhash Nagar, Hyderabad, Telangana",Hyderabad,Telangana,India,,424,424
425,3,Houses & Villas,3,3,,"Kilimanoor, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,425,425
426,3,Houses & Villas,3,3,,"Jambuwa, Vadodara, Gujarat",Vadodara,Gujarat,India,,426,426
427,1,Houses & Villas,1,1,,"Kanpur Road, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,India,,427,427
428,3,Houses & Villas,3,3,,"Nipania, Indore, Madhya Pradesh",Indore,Madhya Pradesh,India,,428,428
429,2,Houses & Villas,2,2,,"Kalyan Nagar, Bhavnagar, Gujarat",Bhavnagar,Gujarat,India,,429,429
430,4+,Houses & Villas,4+,3,,"Nandi Musalai Guda, Hyderabad, Telangana",Hyderabad,Telangana,India,,430,430
431,2,Houses & Villas,2,,,"Rajiv Nagar Park, Chintamani, Karnataka",Chintamani,Karnataka,India,,431,431
432,4+,Houses & Villas,4+,4+,,"Krishna Colony, Gurgaon, Haryana",Gurgaon,Haryana,India,,432,432
433,3,Houses & Villas,3,3,,"Kottiyam, Kollam, Kerala",Kollam,Kerala,India,,433,433
434,4+,Houses & Villas,4+,4+,,"Deen Dayal Puram, Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,India,,434,434
435,4,Houses & Villas,4,3,,"Kowdiar, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,139,435
436,4,Houses & Villas,4,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,436,73
437,3,Houses & Villas,3,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,437,26
438,3,Houses & Villas,3,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,438,74
439,4,Houses & Villas,4,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,439,34
440,4,Houses & Villas,4,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,440,102
441,2,Houses & Villas,2,2,,"Jhotwara, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,441,441
442,2,Houses & Villas,2,2,,"Sikar Road, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,442,442
443,2,Houses & Villas,2,2,,"Nangal Jaish Bhora, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,441,420
444,4+,Houses & Villas,4+,4+,,"Indira Circle, Rajkot, Gujarat",Rajkot,Gujarat,India,,444,444
445,2,Houses & Villas,2,2,,"Cheruvu Katta, Anantapur, Andhra Pradesh",Anantapur,Andhra Pradesh,India,,445,445
446,3,Houses & Villas,3,3,,"Chhani, Vadodara, Gujarat",Vadodara,Gujarat,India,,446,446
447,2,Houses & Villas,2,2,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,447,447
448,2,Houses & Villas,2,2,,"Dugri Village, Ludhiana, Punjab",Ludhiana,Punjab,India,,448,448
449,3,Houses & Villas,3,4,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,449,449
450,1,Houses & Villas,1,1,,"Juhapura, Ahmedabad, Gujarat",Ahmedabad,Gujarat,India,,450,450
451,4,Houses & Villas,4,4,,"Airport Road, Mohali, Punjab",Mohali,Punjab,India,,451,451
452,4,Houses & Villas,4,2,,"Chak Ganeshu, Jammu, Jammu & Kashmir",Jammu,Jammu & Kashmir,India,,452,452
453,4,Houses & Villas,4,3,,"Karakulam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,453,28
